PID,DN,DP,TN,RL,key,value
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 213)","(key, live_gift_5565)","(value, Trophy)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 214)","(key, live_gift_5566)","(value, Mishka Bear)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 215)","(key, live_gift_5567)","(value, Red Sports Car)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 216)","(key, live_gift_5568)","(value, Mask)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 217)","(key, live_gift_5569)","(value, Diamond ring of love)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 218)","(key, live_gift_5570)","(value, Yacht)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 219)","(key, live_gift_5571)","(value, Castle Fantasy)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 220)","(key, live_gift_5572)","(value, Rose)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 221)","(key, live_gift_5573)","(value, Coffee)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 222)","(key, live_gift_5574)","(value, Fireworks)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 223)","(key, live_gift_5575)","(value, Lipstick)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 224)","(key, live_gift_5576)","(value, Heart)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 225)","(key, live_gift_5577)","(value, Kiss)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 226)","(key, live_gift_5578)","(value, Red Sports Car)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 227)","(key, live_gift_5579)","(value, Yacht)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 228)","(key, live_gift_5580)","(value, Rose)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 229)","(key, live_gift_5581)","(value, Diamond Ring of love)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 230)","(key, live_gift_5582)","(value, Mishika Bear)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 231)","(key, live_gift_5583)","(value, Fire)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 232)","(key, live_gift_5584)","(value, Feijoada)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 233)","(key, live_gift_5585)","(value, Confetti)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 234)","(key, live_gift_5586)","(value, Hearts)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 235)","(key, live_gift_5587)","(value, Gold Mine)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 236)","(key, live_gift_5588)","(value, Nasi Lemak)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 237)","(key, live_gift_5589)","(value, Wau)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 238)","(key, live_gift_5590)","(value, Roti Canai)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 239)","(key, live_gift_5591)","(value, Tea)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 240)","(key, live_gift_5592)","(value, Gift Box)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 241)","(key, live_gift_5593)","(value, Gingerbread Heart)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 242)","(key, live_gift_5594)","(value, Cow)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 243)","(key, live_gift_5595)","(value, Hi)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 244)","(key, live_gift_5596)","(value, Sports Car)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 245)","(key, live_gift_5597)","(value, Sushi Set)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 246)","(key, live_gift_5598)","(value, Diamond Heart necklace)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 247)","(key, live_gift_5599)","(value, Gold necklace)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 248)","(key, live_gift_5600)","(value, Mic Drop)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 249)","(key, live_gift_5601)","(value, Mic Drop)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 250)","(key, live_gift_5602)","(value, thumbs-up)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 251)","(key, live_gift_5603)","(value, Fireworks)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 252)","(key, live_gift_5604)","(value, Diamond Crown)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 253)","(key, live_gift_5605)","(value, Make it Rain)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 254)","(key, live_gift_5606)","(value, happy ballon)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 255)","(key, live_gift_5612)","(value, Candy Cane)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 256)","(key, live_gift_5613)","(value, Happy Holiday)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 257)","(key, live_gift_5614)","(value, Santa Hat)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 258)","(key, live_gift_5615)","(value, Holiday Gifts)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 259)","(key, live_gift_5616)","(value, Love You 2021)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 260)","(key, live_gift_5617)","(value, Happy New Year)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 261)","(key, live_gift_5618)","(value, 2021 With You)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 262)","(key, live_gift_5619)","(value, Candy Cane)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 263)","(key, live_gift_5620)","(value, Santa Hat)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 264)","(key, live_gift_5621)","(value, Happy Holidays)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 265)","(key, live_gift_5622)","(value, Holiday Gifts)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 266)","(key, live_gift_5623)","(value, sent Love You 2021)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 267)","(key, live_gift_5624)","(value, Happy New Year)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 268)","(key, live_gift_5626)","(value, sent 2021 With You)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 269)","(key, live_gift_5627)","(value, Towards a romantic 2021)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 270)","(key, live_gift_5630)","(value, Chocolate)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 271)","(key, live_gift_5631)","(value, Power hug)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 272)","(key, live_gift_5632)","(value, Baguette)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 273)","(key, live_gift_5633)","(value, Rooster emblem)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 274)","(key, live_gift_5634)","(value, Beret)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 275)","(key, live_gift_5635)","(value, Kitten with TikTok Collar)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 276)","(key, live_gift_5636)","(value, Travel)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 277)","(key, live_gift_5637)","(value, Thai Style BBQ )"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 278)","(key, live_gift_5638)","(value, Balloon Gift Box)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 279)","(key, live_gift_5639)","(value, Chocolate)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 280)","(key, live_gift_5640)","(value, Greeting Card)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 281)","(key, live_gift_5641)","(value, Bunch)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 282)","(key, live_gift_5644)","(value, Bungeo-ppang)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 283)","(key, live_gift_5645)","(value, Tteokbokki)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 284)","(key, live_gift_5646)","(value, Ketupat)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 285)","(key, live_gift_5647)","(value, Kuih Raya)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 286)","(key, live_gift_5648)","(value, Duit Raya )"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 287)","(key, live_gift_5650)","(value, Mic)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 288)","(key, live_gift_5651)","(value, Garland )"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 289)","(key, live_gift_5652)","(value, Ferris Wheel)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 290)","(key, live_gift_5654)","(value, Pearl)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 291)","(key, live_gift_5655)","(value, Rose)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 292)","(key, live_gift_5656)","(value, Flowers)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 293)","(key, live_gift_5657)","(value, Lollipop)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 294)","(key, live_gift_5658)","(value, Perfume)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 295)","(key, live_gift_5659)","(value, Paper Crane)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 296)","(key, live_gift_5660)","(value, Hand Hearts)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 297)","(key, live_gift_5661)","(value, Air Dancer)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 298)","(key, live_gift_5662)","(value, Necklace)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 299)","(key, live_gift_5663)","(value, Heels)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 300)","(key, live_gift_5664)","(value, Pearl)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 301)","(key, live_gift_5665)","(value, Jet plane)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 302)","(key, live_gift_5667)","(value, Happy Songkarn)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 303)","(key, live_gift_5668)","(value, Thai Perfume)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 304)","(key, live_gift_5669)","(value, Beach is calling)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 305)","(key, live_gift_5670)","(value, Songkarn Splash)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 306)","(key, live_gift_5671)","(value, Hanging Star Boxes)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 307)","(key, live_gift_5672)","(value, Ramadan Mubarak)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 308)","(key, live_gift_5673)","(value, Kolak)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 309)","(key, live_gift_5674)","(value, Drum)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 310)","(key, live_gift_5675)","(value, Helal)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 311)","(key, live_gift_5676)","(value, Lantern)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 312)","(key, live_gift_5677)","(value, Turkish delight)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 313)","(key, live_gift_5678)","(value, Easter Eggs)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 314)","(key, live_gift_5679)","(value, Boss)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 315)","(key, live_gift_5680)","(value, Disco ball)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 316)","(key, live_gift_5681)","(value, Pelita Raya)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 317)","(key, live_gift_5682)","(value, Candy)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 318)","(key, live_gift_5683)","(value, Music Player)"
"(PID, com.zhiliaoapp.musically)","(DN, i18n_live)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.zhiliaoapp.musically/databases/i18n_live)","(TN, translation)","(RL, 319)","(key, live_gift_5684)","(value, Space)"
