PID,DN,DP,TN,RL,key,type,value
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 197)","(key, /settings/connection_manager/conn_tracking/25/0)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 198)","(key, /settings/connection_manager/conn_tracking/26/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 199)","(key, /settings/connection_manager/conn_tracking/26/2)","(type, 4)","(value, 1217602)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 200)","(key, /settings/connection_manager/conn_tracking/26/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 201)","(key, /settings/connection_manager/conn_tracking/26/0)","(type, 4)","(value, 2382398)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 202)","(key, /settings/connection_manager/conn_tracking/27/2)","(type, 4)","(value, 1714509)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 203)","(key, /settings/connection_manager/conn_tracking/27/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 204)","(key, /settings/connection_manager/conn_tracking/27/0)","(type, 4)","(value, 1885491)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 205)","(key, /settings/connection_manager/conn_tracking/27/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 206)","(key, /settings/connection_manager/conn_tracking/28/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 207)","(key, /settings/connection_manager/conn_tracking/28/0)","(type, 4)","(value, 1852703)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 208)","(key, /settings/connection_manager/conn_tracking/28/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 209)","(key, /settings/connection_manager/conn_tracking/28/2)","(type, 4)","(value, 1747296)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 210)","(key, /config/path_provider/eviction.v2/1598825742)","(type, 1)","(value, {""size_config"":{""max_size"":62914560,""max_size_low_space_bytes"":20971520,""max_size_very_low_space_bytes"":4194304,""delete_only_on_init"":false,""is_itemized"":false},""staleness_config"":{""stale_age_s"":5184000,""is_itemized"":false},""eviction_type"":""stash"",""cache_name"":""fresco"",""feature_name"":""image"",""path"":""\/data\/user\/0\/com.facebook.orca\/cache\/image""})"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 211)","(key, /config/path_provider/eviction.v2/1361508925)","(type, 1)","(value, {""size_config"":{""max_size"":4194304,""max_size_low_space_bytes"":4194304,""max_size_very_low_space_bytes"":262144,""delete_only_on_init"":false,""is_itemized"":false},""staleness_config"":{""stale_age_s"":5184000,""is_itemized"":false},""eviction_type"":""stash"",""cache_name"":""fresco_small"",""feature_name"":""image"",""path"":""\/data\/user\/0\/com.facebook.orca\/app_image""})"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 212)","(key, /version/)","(type, 3)","(value, 3)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 213)","(key, /messenger/debug_messenger_notificaiton_service_last_intent_action)","(type, 1)","(value, com.facebook.orca.notify.ACTION_CLEAR_SWITCH_TO_FB_ACCOUNT_NOTIFICATION)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 214)","(key, /messenger/debug_messenger_notificaiton_service_last_intent_timestamp)","(type, 4)","(value, 7394797)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 215)","(key, /netchecker/last_not_captive_portal_time)","(type, 4)","(value, 65286)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 216)","(key, /netchecker/last_not_captive_portal_network_name)","(type, 1)","(value, WIFI/)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 217)","(key, /config/path_provider/eviction.v2/1444009522)","(type, 1)","(value, {""size_config"":{""max_size"":104857600,""max_size_low_space_bytes"":104857600,""max_size_very_low_space_bytes"":104857600,""delete_only_on_init"":false,""is_itemized"":true},""staleness_config"":{""stale_age_s"":259200,""is_itemized"":true},""eviction_type"":""stash"",""cache_name"":""two_phase_states_cache"",""feature_name"":""two_phase_states_cache"",""path"":""\/data\/user\/0\/com.facebook.orca\/app_two_phase_states_cache\/__out_of_scope__""})"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 218)","(key, /settings/connection_manager/conn_tracking/29/0)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 219)","(key, /settings/connection_manager/conn_tracking/29/3)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 220)","(key, /settings/connection_manager/conn_tracking/index)","(type, 4)","(value, 30)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 221)","(key, /settings/connection_manager/conn_tracking/29/2)","(type, 4)","(value, 3600000)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 222)","(key, /settings/connection_manager/conn_tracking/29/1)","(type, 4)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 223)","(key, /settings/is_presence_enabled_migrated)","(type, 2)","(value, 1)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 224)","(key, /settings/messages/notifications/voip_channel_updated)","(type, 2)","(value, 1)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 225)","(key, /messenger/notification_channel_creation_count)","(type, 3)","(value, 7)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 226)","(key, /settings/messages/notifications/ringtone_uri_v3_in_use)","(type, 2)","(value, 1)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 227)","(key, /messenger/notification/LOGGER_BUFFER_SIZE)","(type, 3)","(value, 3)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 228)","(key, /messenger/notification/LOGGER_BUFFER_HEAD)","(type, 3)","(value, 2)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 229)","(key, /messenger/mqtt/LOGGER_BUFFER_HEAD)","(type, 3)","(value, 3)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 230)","(key, /messenger/mqtt/LOGGER_BUFFER_SIZE)","(type, 3)","(value, 4)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 231)","(key, /app_version/)","(type, 3)","(value, 293821968)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 232)","(key, /interstitial/query_uid)","(type, 1)","(value, 4001443503243218)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 233)","(key, /settings/app_version_name_prev)","(type, 1)","(value, 318.0.0.20.123)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 234)","(key, /settings/app_state/last_first_run_time)","(type, 4)","(value, 1625202554367)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 235)","(key, /settings/app_version_name_current)","(type, 1)","(value, 319.0.0.22.170)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 236)","(key, /settings/analyticsmetainf_fbmeta_version_code)","(type, 3)","(value, 301916814)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 237)","(key, /messenger/override/inappfbns)","(type, 2)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 238)","(key, /messenger/fcm/token_registration_time)","(type, 4)","(value, 1626879476528)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 239)","(key, /messenger/fcm/last_register_time)","(type, 4)","(value, 1626879476527)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 240)","(key, /messenger/fcm/fb_server_last_register_time)","(type, 4)","(value, 1626879546274)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 241)","(key, /messenger/fcm/token)","(type, 1)","(value, )"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 242)","(key, /messenger/fcm/family_device_id)","(type, 1)","(value, )"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 243)","(key, /messenger/fcm/fb_server_build)","(type, 3)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 244)","(key, /messenger/fcm/fb_server_registered)","(type, 2)","(value, 0)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 245)","(key, /messenger/fcm/fb_server_device_id)","(type, 1)","(value, )"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 246)","(key, /config/path_provider/user_scope/1444009522)","(type, 1)","(value, {""is_user_scoped"":true,""keep_data_between_sessions"":false,""userid_in_path"":true,""allow_out_of_scope"":false,""keep_data_on_account_removal"":false,""feature_name"":""two_phase_states_cache"",""user_id"":""__invalid__"",""last_access_time"":1626981939922,""path"":""\/data\/user\/0\/com.facebook.orca\/app_two_phase_states_cache\/__out_of_scope__""})"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 247)","(key, /config/path_provider/user_scope/1598825742)","(type, 1)","(value, {""is_user_scoped"":true,""keep_data_between_sessions"":false,""userid_in_path"":false,""allow_out_of_scope"":false,""keep_data_on_account_removal"":false,""feature_name"":""image"",""user_id"":""__invalid__"",""last_access_time"":1626981939774,""path"":""\/data\/user\/0\/com.facebook.orca\/cache\/image""})"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 248)","(key, /settings/dextr/last_remaining_bytes_update_time)","(type, 4)","(value, 1626981775)"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 249)","(key, /config/path_provider/user_scope/1361508925)","(type, 1)","(value, {""is_user_scoped"":true,""keep_data_between_sessions"":false,""userid_in_path"":false,""allow_out_of_scope"":false,""keep_data_on_account_removal"":false,""feature_name"":""image"",""user_id"":""__invalid__"",""last_access_time"":1626981939774,""path"":""\/data\/user\/0\/com.facebook.orca\/app_image""})"
"(PID, com.facebook.orca)","(DN, prefs_db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.facebook.orca/databases/prefs_db)","(TN, preferences)","(RL, 250)","(key, /messenger/fcm/last_change_time)","(type, 4)","(value, 1626981940030)"
