UID,AN,PID,DN,DP,TN,RL,key,value
"(UID, e0ee89b10986cc9)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, stickers.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/stickers.db)","(TN, downloadable_sticker_packs)","(RL, 44)","(id, whatsapp-komo)","(name, Komo)","(publisher, Sanat Rath)","(description, You are a dragon. Be a dragon.)","(size, 221052)","(tray_image_id, c3c114ff6b6349a61fa813fc6561402c)","(tray_image_preview_id, ac16d9deefd07edd205f66774177439c)","(preview_image_id_array, a5e84acb58bd6e66da00314d384ccfdf,eff5c25f12f1ea364b54f5db1903ed8c,15cd1f2352e90ebce1b8097b5f679df4,7137a9380535c3c05ca31a591925073a,6343974b29407bcf9b8ad2677a9b44b4,41729b2a0be1f851c8f8af35a9a41d07,cf7cce33f84055fae023df0472b3a300,4667bc48a2afd4066ae76d6efe2b1ff7,592bb5d54f0c9fcbdd45b72cce728afc,bf6116b1d23848b443db387c7a2d9776,747c8174deda5b19390b569da666ce7a,aa341eceb00be29a9876281485eb8460,3ac8a6ca0506fad00a433efd799ac8ca,7622440e881bb1255ce7c50e406f7c3c,2e0c25919e3734a507c393ac157dbcc6,fb87cbd47b5d35fc6e4c2fbe1c1a18b9,f610ff8750151c74b8c5276372755bfa,ec49d6da76b009a85e2f5237b0d88172,85d71ac03ef06dbe5c6323e17a7db399,f69c9e1913c826ac61b08509654fbb12)","(image_data_hash, Cq-CtwFVrqoqYhbm7WOE57X9g2M8VMB--9lJ4qM5SWg)","(animated_pack, 0)"
"(UID, b047f41e9259eae)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, stickers.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/stickers.db)","(TN, downloadable_sticker_packs)","(RL, 45)","(id, 1554174724811575)","(name, Unchi & Rollie)","(publisher, nu1t)","(description, Pals that never leave you down in the dumps.)","(size, 242708)","(tray_image_id, a78e9333f4ec2a33d4d817575abfbd6e)","(tray_image_preview_id, 13d5776c6902792aa054154790b50452)","(preview_image_id_array, c7c7343b056fb416c2997d81fbd33359,e2b7c846027275832cc6354d10f872f3,673aa2ef37e44bd48c34c771274a56aa,ef98ce84d743388ef7d0ed9363457cf8,52d1da30aac10e626a9814d08e6c4603,f200312c4bdb75ebd3e797077d6b01d3,f252b87fd78bb71ec975724a6e1e4f25,8d48f32a8801d3c98b3c00c7645e3232,9c44ea9a2bea1d503523ee161820d5f4,944d602c24d85656ce49ee0ed4e548fa,8018c18bba5572510dc2e089d35ac11c,197ed572b1968b23ce076697d95f1ea3,0108da85fe07061fea990fbea489f2e2,5b3c77140a55fa747f6bd59144b4a7d2,0b7fb62c49c5dc5500400f599236894f,8bb5683c22ee524c780041b7f408f1f7)","(image_data_hash, fstx6gUquYMkC8djPcxAlXtopmJU_Q2KRSaDxTPuTaU)","(animated_pack, 0)"
"(UID, bcf720ca765a073)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, stickers.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/stickers.db)","(TN, downloadable_sticker_packs)","(RL, 46)","(id, 523658474454511)","(name, Shiba Inu)","(publisher, Aiko Kuninoi)","(description, This pup is the pick of the litter.)","(size, 593942)","(tray_image_id, c710490f067539bb8e6316e873b273f7)","(tray_image_preview_id, aab236a2e75a9bd0a73d5a62596f690e)","(preview_image_id_array, 1c73aefa4379ee2238858880b5bcaff3,5e1623b8ab1113e8d7f98c5e9fbc118b,ce300d2d587aa257fa1580773b2c32ca,7b566542a79c1df7dcac8d10f3758ac3,5c3d062fc7b9296d1dbb9347a4f82dd6,2e04e87157bcb61c3fc7c3d004bcf6a6,2f9cc7b86e9989a05c0a724bfc23af49,078b520b6fd486693cd4f8b6ce0e317a,1ce6249272ecddb49e85308bfe65cb26,7e08385f63ab8a921690809fcfc7cffe,784490b20457af0cc4e38cb5f384e8f2,c0600ca32e94d0df100e631594bccc9e,2f35177ec2df81de1dd898daf7001458,35bbfa009e366aad0bd87c7c87e7fc36,b2b0d53bdf9dd04160dc116d2791b3a7,7c4f68f1cbb4ec0cd4a6ab9adecb3377,f8acb811c8b50a6908fd80f7b7a26394,bafa67743939dce4e449d21977be3f62,53cda60f7f112b58a130d421cf73948e)","(image_data_hash, Bajggi3tq74cDA-CQrZT8JPs_zOg-jNOUJAwAq753OI)","(animated_pack, 0)"
"(UID, 612878dd5e8e0d7)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, stickers.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/stickers.db)","(TN, downloadable_sticker_packs)","(RL, 47)","(id, 464740130392200)","(name, The Maladroits)","(publisher, Cole Ott)","(description, This crew keeps it real. Real awkward.)","(size, 433610)","(tray_image_id, bf680f830c18cba43a3f9341e13f7691)","(tray_image_preview_id, a8ebe86be980ad1696bfa8250d9c5596)","(preview_image_id_array, 96efc70392bd42ee887b14324db976a0,755a9a6cadf3282463fa9bd55a9f6b60,ba3acbf8cfd170d384f7389358fc960d,b35cd2a039067481c046d9adaab1f051,b51d78bad71bc391cd080b878f2915fd,4a1e13f62a6ad5412e15fe8be58f024e,7b0402666ea35af86b5f893df2facd77,1e7480bc1eb241b4dc3e836f4ab641cb,f8f487720c0c1e81709e6859140a2f17,c72cf8a72b2b913a51acc0e59e60b8ac,34c6180b78f390d7d9d3c52170b164b7,fc438c31ce4eeeb32d3a9091631aca15,3181d89bd8c0d371609688bf4c2b0718,599da6b6b1d475615ee5fa1f017b035b,26996f88dc8d002a0b6bd9b49eeb2266,f3743835815acb4c8c3f30c04a10e9fe,f9cfcf0d740b5fb35a22473a14152885,41ea740b91b23822a07f7109882147a2,1dcd2a7a02f8b05bde0a3ba5c7ba6f97,e6336179bea4c88e09af73fa1fa21887)","(image_data_hash, 1M4i8_LKf1mKZmda-pEiaCV6sFKV-D6pmdcI8zcy5bo)","(animated_pack, 0)"
"(UID, 6a296fef426d5eb)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, stickers.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/stickers.db)","(TN, downloadable_sticker_packs)","(RL, 48)","(id, 497837993632037)","(name, Koko)","(publisher, Hanasake Pictures Inc.)","(description, He's curious, full of energy and oh so lovable.)","(size, 405476)","(tray_image_id, 665defcf13045d767af2ba32dd040f76)","(tray_image_preview_id, 45dfb9a1740fef29d0542169ee4aae96)","(preview_image_id_array, 18b145d0f0d0dfaafe16e48ca3a2ab4d,facf5e7fd223ce5296de6ea395cc9261,5cf300d45761a9e5b4f391bd48fbcf36,584307f2ab6f53e6586c1ada1eee18cb,319a7c036dac3e57c553a0e9f404b19e,cdd7a1bcefe9971d0c57402120f9dc9e,3849851e26d489c15fa889f7611afb21,329cf82b3808f84887b737e8972e4e12,43950f5bb164ac5f3ca41d49c7fa2e74,47e9b10c382c629d7e534bf528edad5d,e0008797d5bdbcd5913c4facda513a82,6df29fac9793c3a6db6cbe75bc9a0b9f,3e0625a296520f02e1edcb46223ca0bc,278bceaf83b7e6b8077d2cacd5135280,2966bc34c73d0134cc73ede9254de7eb,fe0c00fb4b8eb13a255aace0bbbad07f,a589b47133f676edcfa87a120f66621f,377832c0e6f98282c4a6876f91f4d50c,d236940ed6dd777f3aa02545c6aaea76,08f7b9a01ec00f1c2dccd36d182822bb)","(image_data_hash, qTm3LYOhan2QfJt4Mo_Z1AW0aZaXn6sXJyrJ34gMlZk)","(animated_pack, 0)"
"(UID, 58d4a621f269d48)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, stickers.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/stickers.db)","(TN, downloadable_sticker_packs)","(RL, 49)","(id, 641022829246662)","(name, Hatch)","(publisher, Hatch)","(description, Meet the itty-bitty glob that likes affection and naps.)","(size, 286714)","(tray_image_id, 3633c1aaebe6613c8ac73b1a19937e80)","(tray_image_preview_id, 88d2d90fecbddc5e1fb68c71aec32ec8)","(preview_image_id_array, 1a77ac815c3b6979234d0ed8e03f25d6,e3f5d8e610e8b9b0b55bb44ce20f15a0,595fa0161df3bc6cfb5f1b649414a188,82162f654724e263427edd5914b741ad,2fe415f8927233d6bd9af0b89bf6d146,f4e47f815380389a457518a86d65172e,76a59c5aa4394376e80c2ca7a6fc16b5,a21c9171dae0770db7e31c776d7490c9,7535ab114a377d06ed0e87065eedcc90,e7f271647ac35aa291f4b80f5dbb8c87,0853e6d66008b72a2af1340a38b0081d,e6d7f1e68042ffc0e1a6408a1171a07d,764914f5829b68c0f508e7313e9694af,082b4d3f86e8e15218d3f9a2f80765a9,3608059cdbbf33c957e650168fb47520,0434093470b5a3e89d13287142ab3a33,37a82905bf72f45e418cb45b71cbe3ce,9765b1eacd2d02f4a612f06124bbbe8b,2b7077166f04396dfdadaf48e6f41db6)","(image_data_hash, SVihernM-UQJYEZ-AaoJ9aNHvnLocJr_WyFtLRP78f8)","(animated_pack, 0)"
"(UID, 1224d4533c95a0a)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, stickers.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/stickers.db)","(TN, downloadable_sticker_packs)","(RL, 50)","(id, 156862148154586)","(name, Fearless and Fabulous)","(publisher, Ann Shen)","(description, Celebrating grit, determination, spirit, and love.)","(size, 556378)","(tray_image_id, cee4ec949cd63238a9870ddd0282ad48)","(tray_image_preview_id, 9e5f2c1153ac07c6be38cc1ac6fc54fc)","(preview_image_id_array, d5fa355096c9e10344ecbffc112acbc5,9c136beae3dd75d9013c872b34c5a5b1,4db94efd0445b4ce32d84c93dc0546ee,7f4030edf27b50ee93a55f0bab7b9b58,0ba80e3dcec1dce0f22700560d5c48f4,ab0a8897b2011d0ba5bcfaeb8d073abf,e31191b9863c487f776246713eab22fe,35d5749e433646fff711e92a5b2f953f,220f480d6a2f15f1adb9dcf711f996da,074776ba2b9cd2580d4121bb9a748fc8,c79b007a0b9913c04ce2da017d49b680,2d623d9ff193f42290bc15d57a011fa0,0abe6a2396588d80f0e13dd599b3985f,ebade4572e6f848ac92bae29562d8df7,d7d23de8ea92a58aa915fcf39f4cf366,64345a60deef6757eda85194bf40f3f1,6986c93cc9c0ac97b746960c5faef0ac,bec80927dc5f5b5617c3f4aa41bd885b,4c5c66dc07f2ea4333cede12c484008c,7b476f4425885aea80bdf676307d6818)","(image_data_hash, Nstowh3T5KbqapnnNyBPf8bsxuMHJIAyzQfbyuFMppA)","(animated_pack, 0)"
"(UID, c7f74dbec70f488)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, stickers.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/stickers.db)","(TN, downloadable_sticker_packs)","(RL, 51)","(id, 654439774571103)","(name, Banana)","(publisher, Jayde Fish)","(description, Monkey around all day with Banana.)","(size, 262424)","(tray_image_id, 6299ac76f3e01634638a2ba977efc5cc)","(tray_image_preview_id, 70391d2133f3423e5a863922a734116d)","(preview_image_id_array, 64e1f3880f2cf5158699fb2e7c5d8401,d0b452a981837b752aa8d154f21ec9a6,668d8e4be5f933b7435f518fa11c9d11,fe75662e22d82a6e9d5d5cf5f431a032,d82b2b50279e5149a1aaf91eb0f3b55b,7c2dc464174498d3b39ac98a56c6e8f1,000cac86680779f1d80d770d75f4d0c2,a45e208d55b3ecef067ba837a383c43f,73f7acb923e6bba2d50ec27d5f2ad20f,e34a407da06425de838305150749bd31,d9bdc588ca43ff39825daff8322d6120,977df6ec4f75099b7220793cfb46d651,817eee07b6b42f01edd16cd514f1bcb2,675c79fed1bfbc26e256dbca8cdeb117,441d64db59e0334082bc61d158a137c7,6392c3df276ad9c406ce2f6eff6386b8,6ea6bb86eac9606db875939708844f42,2620066ba8f62e3d030bf1f45e16c4c7,cf0dea249dee146e1a4a9ef3629ab07d)","(image_data_hash, AiEvIFq1UnoVR4iVXnTjJIbq9Qw_3B6748ERlCxTR4w)","(animated_pack, 0)"
"(UID, 2a15b694db434e2)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, stickers.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/stickers.db)","(TN, downloadable_sticker_packs)","(RL, 52)","(id, Biscuit)","(name, Biscuit)","(publisher, Ghostbot)","(description, Get in on the shenanigans with this playful pup.)","(size, 526624)","(tray_image_id, f75f70661c434f22dd5bec34e781b84f)","(tray_image_preview_id, 09a63941b72c3b0487bec9ab5cbcd555)","(preview_image_id_array, b5971f359f47ba167ec1240d84a80de5,9ed7d0513df0554c4045df43d4af930c,b6890358dbd2ccf6562c5f0590934d32,f1b073b96501d01a809975d6b2bcc5d5,eb384f5f5cf4f96fb2e26ed1e61d81bf,2f836c5fe970f478691dd1df045bcfa8,c6454f51533fef795e672354816ee2ce,c00177eace10a65971e828b10172e829,b44b101d73c9aa9115e0d37f51092a3b,f01c6b57a82cbca26a1da30bd7c375c8,84de66ec713df3f4294c31f7b497505f,7502d95daa967be985349e3383a697fc,4acc5b2f37463dccc7c4c9323d3d9663,7202e088ef80bb17641e95bea7ccc099,a09568e311516d0c9a46fcba79323c94,5cef71a051ee41cc9b12fdc21767bd0a,4024aa022a334197bd5d18f3bef8b869,82c3d2816e558bb4cd0f2758c49fcc47,9dc9a04fc73acf192b5621a0f1999925,7aa5e6756ba653e163cda5d414f0160f,295215d62b35edf1438e785c928758f7,b76aaf1f322344c72d2240d529a2c05b,f4639f56ef596e2aeaa1034604dd4e86,a87f78d1a13f80c4694cf2480f33a43c,48f7ecccb0fd57ea337e0ad5462dbe28,0e03101b7b99161b540e0773c5e25e3b,506867d25c142f1757fe505bae7bb4a8,329d2f5b7725361f11d524ec127ca70d,dad20fc5f7e9c12c7b433de9c875c564)","(image_data_hash, 2oAQ6Ws2oSnvIMSna9eJXmqNhcJUmvEOQwf_Slifyc4)","(animated_pack, 0)"
"(UID, beee97b94a81741)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekey_uploads)","(RL, 1)","(_id, 1)","(upload_timestamp, 1617502979)"
"(UID, 3be8b9573b54b2d)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, signed_prekeys)","(RL, 1)","(_id, 1)","(prekey_id, 0)","(timestamp, 1617502944)","(record, CAASIQVbjW8Mb8h2ebG9n26p7uKXObTfQBeHX2tpMX2Gz4w3Xhog2A1LEkamwR5fJ3/yiA85l61vW6Czi5Fk7jhSUb+SonAiQBH0AlyPGjppe+5R7YFswqMaEBkWogBEoUA+RRRoUwrWYK+IZwor/xFunCaG38wPwuAaUkcT6wtaZt4iRjbT5wEpADywmngBAAA=)"
"(UID, bec1475fd6d5fc3)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, signed_prekeys)","(RL, 2)","(_id, 2)","(prekey_id, 1)","(timestamp, 1619410213)","(record, CAESIQUBOfmhjpF62sr6xKG6tuP7/kZcdpooI4qYe5d/ZqsAahogCBBYhXXlzcxt2jqta3xSVghmKAWo47sy1zmGR6V+UmYiQOt9lgJj6jeM4IM90CbIYEHkw5MFLsqLhpvAv0WGvopA47zMPIixPjb8LCi7DxssV5D0J42Jg+0wYdFKVs2xBQYpM9xeDHkBAAA=)"
"(UID, 6f1a60359da32eb)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, signed_prekeys)","(RL, 3)","(_id, 3)","(prekey_id, 2)","(timestamp, 1622046507)","(record, CAISIQVPv2NLF/KK/1gq/h2OTs5PGZXBAxtOMZc3OIvlg9ZyABog4F7SeBl6SvUnIY2oXCC6xRfGHddsRRsevA61r51WKEMiQBnklJs9Q/CzyxWLUWLSBgKkKT6O0wTOUXbTeHV8UjJIdWoU8Q3EHtaYsf22+bLVQxaFBgKvj6qjJnQVQqgNeQ8pIoOBqXkBAAA=)"
"(UID, bde8f4e5181fee4)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, signed_prekeys)","(RL, 4)","(_id, 4)","(prekey_id, 3)","(timestamp, 1624659273)","(record, CAMSIQWqRnYGqpbGaLzkY9WasYlZyj5p+tfg6NRyRPu0lo1jZhogAINAc3nI2uFvVfl9L9eNYv4fba1SqViBvAqLXgsO8GciQEBhTyVZ4efXCjh9Ti/eCH291+k3OuHNNh4hpbuFrmPgRhCsfgzVMpxH3hlDziwwqGc8Qcr+kSbM56ertLAMIg8pRyU9RXoBAAA=)"
"(UID, 4243f89bf943ec1)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, identities)","(RL, 1)","(_id, 1)","(recipient_id, -1)","(device_id, 0)","(registration_id, 1215850067)","(public_key, BXV6Qr5lK4/jLHCxDO8ZI0k80n3pRT4tuSNUGRKCfYID)","(private_key, cNFtZvs8PQQA67VP3m7iNDjpRfx07ME7ozEf7EfCUl8=)","(next_prekey_id, 5569978)","(timestamp, 1617502944)"
"(UID, 8398ce5227ff625)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 1)","(_id, 1)","(prekey_id, 5568320)","(sent_to_server, 1)","(record, CMDu0wISIQWLCmBIoBjFafg9Ysiz+HZ372rwsNdzSR9YOD+KnLCxMxogaPysDt6TE9mu8U6HcrhwzaMFdpo5Empf2UWpKzQjCWY=)","(direct_distribution, 0)","(upload_timestamp, 1617502979)"
"(UID, 3e1c56819e9269f)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 2)","(_id, 2)","(prekey_id, 5568321)","(sent_to_server, 1)","(record, CMHu0wISIQVi5DvBwxICgI0f4tIcQe4prmzFStZCyFsLA105rpq0ThogILL6MxpLdua2tEYHyEvp5/vTpHOb//himzDcr4grElo=)","(direct_distribution, 0)","(upload_timestamp, 1617502979)"
"(UID, 277294d0028da18)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 3)","(_id, 3)","(prekey_id, 5568322)","(sent_to_server, 1)","(record, CMLu0wISIQXfukBTkvvKkw4uqiJ/86Y1h9K3OTYaMprt2OCG/9w/KxogUHBHXHbfhqYIr6y8tGJkQM4L7Io/2/fjuPgh9snH4H4=)","(direct_distribution, 0)","(upload_timestamp, 1617502979)"
"(UID, b4e9612225ce4dc)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 4)","(_id, 4)","(prekey_id, 5568323)","(sent_to_server, 1)","(record, CMPu0wISIQXH4T01t/DnHkNvBupiwhAJAQcKlYUh4qD1dkPwUigsHRogQJ3OV+b2XoNLcDP2Shyhm6chGAKbmQb9THWj8dwHJGE=)","(direct_distribution, 0)","(upload_timestamp, 1617502979)"
"(UID, 9bc6a35a51c5bc6)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 5)","(_id, 5)","(prekey_id, 5568324)","(sent_to_server, 1)","(record, CMTu0wISIQW+NiHAB68Ocr2YJi+NsfkPH+LulC5YLWHMb4cv+jvjThogwNXGVZttQeSPVMUIogkNx11r36BLTgbrcgOs+GOMLlE=)","(direct_distribution, 0)","(upload_timestamp, 1617502979)"
"(UID, 69cf006fe9d3803)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 6)","(_id, 6)","(prekey_id, 5568325)","(sent_to_server, 1)","(record, CMXu0wISIQXlldzqbh+S4BVwXUb5ERJrheJZuGDzzpsPAS9jdwjwZBogMCgk4n8wzj+3e5R7K1FgkROgWB/4p72/SBvfCImYklQ=)","(direct_distribution, 0)","(upload_timestamp, 1617502979)"
"(UID, 7bf3a86e0808729)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 7)","(_id, 7)","(prekey_id, 5568326)","(sent_to_server, 1)","(record, CMbu0wISIQWZiqhYc/4W/Bus+kBJYNX1zMZyxSPUccquzxrsKPG6fBogcLpcpGvUDvnm2CvK1pBPL3Dr0DNfTIvrEQ688unnonY=)","(direct_distribution, 0)","(upload_timestamp, 1617502979)"
"(UID, c647da9f9c8fb30)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 8)","(_id, 8)","(prekey_id, 5568327)","(sent_to_server, 1)","(record, CMfu0wISIQXJbJCnyJlcxYun0OWcxif1UZgFjkZmbihr5HL7uWFDeRogIP81PUZwZHWw2LmKnD2vEF7aEtJdy4ROTmnehfjvKVU=)","(direct_distribution, 0)","(upload_timestamp, 1617502979)"
"(UID, 8bec2a7d56184c5)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 9)","(_id, 9)","(prekey_id, 5568328)","(sent_to_server, 1)","(record, CMju0wISIQV40XBATlQNXGY77B4Gc4wbEaUqgg8rCINReCIaLk48dRog2PVrvDd9NFOV6Z+WwIEboX3MHxCDA1Lz3FvEIsZg3kk=)","(direct_distribution, 0)","(upload_timestamp, 1617502979)"
"(UID, 138915b1cff5317)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 10)","(_id, 10)","(prekey_id, 5568329)","(sent_to_server, 1)","(record, CMnu0wISIQWIyGneBSPr4mNXu19VGcl/iRsAjrQLNIGa7663OVIzVhogEKpnfqqY33m4lAhVV0Cw2nJnqnk4iFnM8llvD0WsPFc=)","(direct_distribution, 0)","(upload_timestamp, 1617502979)"
"(UID, 3ad41a7f6121db5)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 11)","(_id, 11)","(prekey_id, 5568330)","(sent_to_server, 1)","(record, CMru0wISIQU1hyst+zP6o8Cm0j20ThZSTxDw8GmlWdCBqEXBO6ELKhogOMTz5W4+x7li/1YOIISBfs1HLGkrpkm7cK/OZYiQjXc=)","(direct_distribution, 0)","(upload_timestamp, 1617502979)"
"(UID, 9c4e669d2145be2)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 12)","(_id, 12)","(prekey_id, 5568331)","(sent_to_server, 1)","(record, CMvu0wISIQXslSNfZdmMOWhJC1t4xMrMHtnqQvohM6JRu9CY1vtFVhogUMq8Vv81MJz4B0W4LcFG+Ruhw6QrTJhSCCLEpdVM6HE=)","(direct_distribution, 0)","(upload_timestamp, 1617502979)"
"(UID, 09a71214124aa7a)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 13)","(_id, 13)","(prekey_id, 5568332)","(sent_to_server, 1)","(record, CMzu0wISIQVLfHxKnVXBMMAnWuM5Oln1ZL4o3Qx6yVZHflVNbs9ZdBogyL2yeYllyZcJ50KZQmZOnByPybLfd9c97OSdfqfL8HU=)","(direct_distribution, 0)","(upload_timestamp, 1617502979)"
"(UID, 45bd28bca5dec75)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 14)","(_id, 14)","(prekey_id, 5568333)","(sent_to_server, 1)","(record, CM3u0wISIQVQkXeB+4edWaBaUoCCctIq/ChVrvbvomDbKgJO8Vq6YhogoOwsEb3cI5D6EySTGKnM9A0NBrc9aVUk888dj/uoxmA=)","(direct_distribution, 0)","(upload_timestamp, 1617502979)"
"(UID, 9b046d0b6a5d322)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 15)","(_id, 15)","(prekey_id, 5568334)","(sent_to_server, 1)","(record, CM7u0wISIQUmndeckuD79GYSqwUdcCQFAQ6OUhJzVZYyEssfKTvdWhog2EpuUVJSB6TNFF8J2LPHkoWr/T4i3iB7ypZhkv7jKmE=)","(direct_distribution, 0)","(upload_timestamp, 1617502979)"
"(UID, 4c751198d42ae9a)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 16)","(_id, 16)","(prekey_id, 5568335)","(sent_to_server, 1)","(record, CM/u0wISIQWEUqgj6IHkBL6TGDkDJl7ah7djcwOVpSGBSoYZ8k5mUhogoHLqdLfIMIOR2n2RrZEiMBJvhDXpMB6+GDd+AKk19m8=)","(direct_distribution, 0)","(upload_timestamp, 1617502979)"
"(UID, e1d5e4b52a0ca48)","(AN, WhatsApp)","(PID, com.whatsapp)","(DN, axolotl.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/data/com.whatsapp/databases/axolotl.db)","(TN, prekeys)","(RL, 17)","(_id, 17)","(prekey_id, 5568336)","(sent_to_server, 1)","(record, CNDu0wISIQWmQmh8GsW28kp4Io3hizpM6q1KBOIf7UQRqh4urKOLKhog8A6zPG83TZEtq3oU9hnOqRVUPY+lMuQlTc6KA2KYk38=)","(direct_distribution, 0)","(upload_timestamp, 1617502979)"
