UID,AN,PID,DN,DP,TN,RL,name,displayName,prevalence
"(UID, dd2a4c55436a55d)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2273)","(domain, connexity.net)","(entityName, Connexity, Inc.)"
"(UID, f6a24c154cf725e)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2274)","(domain, mammothshopper.com)","(entityName, Connexity, Inc.)"
"(UID, faab8906f92f2e3)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2275)","(domain, prixmoinscher.com)","(entityName, Connexity, Inc.)"
"(UID, ae5f9df7b6d4dfb)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2276)","(domain, consumable.com)","(entityName, Consumable, Inc.)"
"(UID, a7b8574889997e7)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2277)","(domain, serverbid.com)","(entityName, Consumable, Inc.)"
"(UID, 9041e5c80928077)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2278)","(domain, content-ad.net)","(entityName, Content.ad)"
"(UID, ce91c47be0ec334)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2279)","(domain, contently.com)","(entityName, Contently, Inc.)"
"(UID, 8ab32476173aa6a)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2280)","(domain, contentsquare.com)","(entityName, ContentSquare)"
"(UID, 545df4dd798fa8e)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2281)","(domain, contentsquare.net)","(entityName, ContentSquare)"
"(UID, 2f6349e2e3d1df3)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2282)","(domain, contextweb.com)","(entityName, Pulsepoint, Inc.)"
"(UID, abb1d2970a2c9ba)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2283)","(domain, conversionruler.com)","(entityName, Market Ruler, LLC)"
"(UID, 895b9f2e697baa2)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2284)","(domain, convertexperiments.com)","(entityName, Convert Insights Inc)"
"(UID, db6f3dbbceba062)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2285)","(domain, convertlanguage.com)","(entityName, Motionpoint Corporation)"
"(UID, 07bacbf7fcbe1f9)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2286)","(domain, cordial.io)","(entityName, Bandfarm, Inc.)"
"(UID, 2c2a06c03133bf0)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2287)","(domain, asperasoft.com)","(entityName, International Business Machines Corporation)"
"(UID, 6662d46e728249b)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2288)","(domain, bluemix.net)","(entityName, International Business Machines Corporation)"
"(UID, 8812c50f65315e0)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2289)","(domain, clearleap.info)","(entityName, International Business Machines Corporation)"
"(UID, e4c503fbe2cc552)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2290)","(domain, cmcore.com)","(entityName, International Business Machines Corporation)"
"(UID, 67e1b9f63d6ccdf)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2291)","(domain, compose.com)","(entityName, International Business Machines Corporation)"
"(UID, 431cb4f7bf91cc6)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2292)","(domain, coremetrics.com)","(entityName, International Business Machines Corporation)"
"(UID, 675bb0a4d77437d)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2293)","(domain, ibm.com)","(entityName, International Business Machines Corporation)"
"(UID, 46abb14d35dd688)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2294)","(domain, ibmcloud.com)","(entityName, International Business Machines Corporation)"
"(UID, 25fa9577aae4786)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2295)","(domain, ibmmainframes.com)","(entityName, International Business Machines Corporation)"
"(UID, 8b66bd9cb40bb60)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2296)","(domain, lotus.com)","(entityName, International Business Machines Corporation)"
"(UID, 0d6939b6f22b88b)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2297)","(domain, mkt51.net)","(entityName, International Business Machines Corporation)"
"(UID, 32a9bc99b82d508)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2298)","(domain, mkt922.com)","(entityName, International Business Machines Corporation)"
"(UID, a601c35692fc491)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2299)","(domain, mkt932.com)","(entityName, International Business Machines Corporation)"
"(UID, dc0f6a5126b5aeb)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2300)","(domain, mkt941.com)","(entityName, International Business Machines Corporation)"
"(UID, 01c20bac2a3ced2)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2301)","(domain, mybluemix.net)","(entityName, International Business Machines Corporation)"
"(UID, 7ec4f42544dc34b)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2302)","(domain, pages01.net)","(entityName, International Business Machines Corporation)"
"(UID, 5e10b270d268d11)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2303)","(domain, pages02.net)","(entityName, International Business Machines Corporation)"
"(UID, 49f611ed3e33b17)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2304)","(domain, pages03.net)","(entityName, International Business Machines Corporation)"
"(UID, 43e62fb51b55e40)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2305)","(domain, pages04.net)","(entityName, International Business Machines Corporation)"
"(UID, 9ce677669a81d97)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2306)","(domain, pages05.net)","(entityName, International Business Machines Corporation)"
"(UID, 22fef55aaaf0931)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2307)","(domain, pages06.net)","(entityName, International Business Machines Corporation)"
"(UID, 0663abd3cceb079)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2308)","(domain, pages07.net)","(entityName, International Business Machines Corporation)"
"(UID, 3d8dc5f60097386)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2309)","(domain, pages08.net)","(entityName, International Business Machines Corporation)"
"(UID, bd46175a79797bf)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2310)","(domain, s-bluemix.net)","(entityName, International Business Machines Corporation)"
"(UID, dbe420c4995e676)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2311)","(domain, s81c.com)","(entityName, International Business Machines Corporation)"
"(UID, fc0a1d5d5b5376b)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2312)","(domain, securityintelligence.com)","(entityName, International Business Machines Corporation)"
"(UID, 20de152efc32f54)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2313)","(domain, servicearizona.com)","(entityName, International Business Machines Corporation)"
"(UID, e55ce02e403efb5)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2314)","(domain, splash-screen.net)","(entityName, International Business Machines Corporation)"
"(UID, ac81905ee244a7e)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2315)","(domain, worldcommunitygrid.org)","(entityName, International Business Machines Corporation)"
"(UID, 8c70a6f0e989830)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2316)","(domain, coveo.com)","(entityName, Coveo Solutions Inc.)"
"(UID, c4d133f7e5613fd)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2317)","(domain, covet.pics)","(entityName, Space Squirrel Ltd.)"
"(UID, e91c8df6e57728a)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2318)","(domain, amac.nl)","(entityName, Trust Provider B.V.)"
"(UID, e1f6aa01fd4f827)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2319)","(domain, automobile-catalog.com)","(entityName, Trust Provider B.V.)"
"(UID, 944c3440ac77ca5)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2320)","(domain, cpex.cz)","(entityName, Trust Provider B.V.)"
"(UID, 44a842936c4fe4a)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2321)","(domain, dansnoscoeurs.fr)","(entityName, Trust Provider B.V.)"
"(UID, c50424814a60246)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2322)","(domain, deco.fr)","(entityName, Trust Provider B.V.)"
"(UID, 293b0a7025dc65e)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2323)","(domain, denik.cz)","(entityName, Trust Provider B.V.)"
"(UID, 56fb8900b50fafd)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2324)","(domain, dermatonet.com)","(entityName, Trust Provider B.V.)"
"(UID, 33c1ae17622af16)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2325)","(domain, dossierfamilial.com)","(entityName, Trust Provider B.V.)"
"(UID, 95ef2a0854b07ea)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2326)","(domain, expoints.nl)","(entityName, Trust Provider B.V.)"
"(UID, d6098b1fb231348)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2327)","(domain, numericable.fr)","(entityName, Trust Provider B.V.)"
"(UID, efcf2dd5e097c1f)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2328)","(domain, parents.fr)","(entityName, Trust Provider B.V.)"
"(UID, 37773bba6e1d8ff)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2329)","(domain, schoonepc.nl)","(entityName, Trust Provider B.V.)"
"(UID, 75b955d98aced53)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2330)","(domain, unimedias.fr)","(entityName, Trust Provider B.V.)"
"(UID, f72e14ad06c3613)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2331)","(domain, zooverresources.com)","(entityName, Trust Provider B.V.)"
"(UID, 6dd70f76b2d62e6)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2332)","(domain, captify.co.uk)","(entityName, Captify Technologies Ltd.)"
"(UID, e1e6c6c5e2bf2d3)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2333)","(domain, cpx.to)","(entityName, Captify Technologies Ltd.)"
"(UID, e3fe294991f1c57)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2334)","(domain, appcloud.com)","(entityName, Salesforce.com, Inc.)"
"(UID, 01b4c0575a4ddc8)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2335)","(domain, appexchange.com)","(entityName, Salesforce.com, Inc.)"
"(UID, 8dc4bce4c9789eb)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2336)","(domain, attic.io)","(entityName, Salesforce.com, Inc.)"
"(UID, 06cd4330ad88278)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2337)","(domain, beyondcore.com)","(entityName, Salesforce.com, Inc.)"
"(UID, bd4d1e511f02ce5)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2338)","(domain, brighteroption.com)","(entityName, Salesforce.com, Inc.)"
"(UID, d834c27ef5b32d2)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2339)","(domain, buddymedia.com)","(entityName, Salesforce.com, Inc.)"
"(UID, f2afbe4a8c2dca7)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2340)","(domain, chatter.com)","(entityName, Salesforce.com, Inc.)"
"(UID, d3a88960bdfbae0)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2341)","(domain, cloudcraze.com)","(entityName, Salesforce.com, Inc.)"
"(UID, 21d4da9517f37d3)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2342)","(domain, cloudforce.com)","(entityName, Salesforce.com, Inc.)"
"(UID, b484271dfade46e)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2343)","(domain, cotweet.com)","(entityName, Salesforce.com, Inc.)"
"(UID, 10d863fedbf0b7f)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2344)","(domain, cquotient.com)","(entityName, Salesforce.com, Inc.)"
"(UID, ec4e5ab1a891ebb)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2345)","(domain, data.com)","(entityName, Salesforce.com, Inc.)"
"(UID, 30a06b45c414dcc)","(AN, DuckDuckGo Browser)","(PID, com.duckduckgo.mobile.android)","(DN, app.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data_mirror/data_ce/null/0/com.duckduckgo.mobile.android/databases/app.db)","(TN, tds_domain_entity)","(RL, 2346)","(domain, database.com)","(entityName, Salesforce.com, Inc.)"
