UID,AN,PID,DN,DP,TN,RL,timeline_id,feedback_action_id
"(UID, 2b2d406f896ac05)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 181)","(_id, 181)","(hashtag, BAM)","(asset_url, https://abs.twimg.com/hashflags/BancolombiaNewHeart_April_2021/BancolombiaNewHeart_April_2021.png)","(start_time, 1618808400000)","(end_time, 1626670800000)","(animations, None)"
"(UID, 7ba2bd6a571112b)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 182)","(_id, 182)","(hashtag, BancoAgrícola)","(asset_url, https://abs.twimg.com/hashflags/BancolombiaNewHeart_April_2021/BancolombiaNewHeart_April_2021.png)","(start_time, 1618808400000)","(end_time, 1626670800000)","(animations, None)"
"(UID, 88bd89432882467)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 183)","(_id, 183)","(hashtag, Bancolombia)","(asset_url, https://abs.twimg.com/hashflags/BancolombiaNewHeart_April_2021/BancolombiaNewHeart_April_2021.png)","(start_time, 1618808400000)","(end_time, 1626670800000)","(animations, None)"
"(UID, b53ac98e5103729)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 184)","(_id, 184)","(hashtag, Banistmo)","(asset_url, https://abs.twimg.com/hashflags/BancolombiaNewHeart_April_2021/BancolombiaNewHeart_April_2021.png)","(start_time, 1618808400000)","(end_time, 1626670800000)","(animations, None)"
"(UID, 79e1d8a00452cf3)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 185)","(_id, 185)","(hashtag, BarrioAngelino)","(asset_url, https://abs.twimg.com/hashflags/MLS_2021_LAFC/MLS_2021_LAFC.png)","(start_time, 1618200000000)","(end_time, 1639368000000)","(animations, None)"
"(UID, 62ce9369dec05a0)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 186)","(_id, 186)","(hashtag, BawatBabae)","(asset_url, https://abs.twimg.com/hashflags/EveryWoman_2020/EveryWoman_2020.png)","(start_time, 1583046000000)","(end_time, 3855168000000)","(animations, None)"
"(UID, 3e5811e7c7208b3)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 187)","(_id, 187)","(hashtag, bdo)","(asset_url, https://abs.twimg.com/hashflags/BlackDesert2021Summer/BlackDesert2021Summer.png)","(start_time, 1623222000000)","(end_time, 1630997940000)","(animations, None)"
"(UID, 0b5567fb50acf36)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 188)","(_id, 188)","(hashtag, BeatTheCube)","(asset_url, https://abs.twimg.com/hashflags/BeatTheCube_2021/BeatTheCube_2021.png)","(start_time, 1623297600000)","(end_time, 1631073600000)","(animations, None)"
"(UID, 7dae129f05ccce0)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 189)","(_id, 189)","(hashtag, BeInfinite)","(asset_url, https://abs.twimg.com/hashflags/Paramount_Infinite_2021/Paramount_Infinite_2021.png)","(start_time, 1623308400000)","(end_time, 1631170740000)","(animations, None)"
"(UID, 2697c1f83c2d6e9)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 190)","(_id, 190)","(hashtag, BEL)","(asset_url, https://abs.twimg.com/hashflags/Euro_UK_2021_BEL/Euro_UK_2021_BEL.png)","(start_time, 1622786400000)","(end_time, 1626457380000)","(animations, None)"
"(UID, 1f3ff4306268ed0)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 191)","(_id, 191)","(hashtag, BeliaMemimpin)","(asset_url, https://abs.twimg.com/hashflags/YouthLead_2020/YouthLead_2020.png)","(start_time, 1600905600000)","(end_time, 1630393200000)","(animations, None)"
"(UID, da49d2b4be2c805)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 192)","(_id, 192)","(hashtag, BeliefBelongs)","(asset_url, https://abs.twimg.com/hashflags/BeliefBelongs_2020/BeliefBelongs_2020.png)","(start_time, 1609488000000)","(end_time, 1641023940000)","(animations, None)"
"(UID, d9b9c3bd708dccc)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 193)","(_id, 193)","(hashtag, BelieveAtlanta)","(asset_url, https://abs.twimg.com/hashflags/NBA_2021_Teams_TrueToAtlanta_add/NBA_2021_Teams_TrueToAtlanta_add.png)","(start_time, 1623283200000)","(end_time, 1633010340000)","(animations, None)"
"(UID, 427f11e9b3c9ced)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 194)","(_id, 194)","(hashtag, BeLoveDay)","(asset_url, https://abs.twimg.com/hashflags/BeLoveDay_July_2021/BeLoveDay_July_2021.png)","(start_time, 1626418800000)","(end_time, 1627023540000)","(animations, None)"
"(UID, 0e28a68b71e214f)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 195)","(_id, 195)","(hashtag, BelovedCommunity)","(asset_url, https://abs.twimg.com/hashflags/BeLoveDay_July_2021/BeLoveDay_July_2021.png)","(start_time, 1626418800000)","(end_time, 1627023540000)","(animations, None)"
"(UID, a73b2df99a4c123)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 196)","(_id, 196)","(hashtag, BEP20TUSD)","(asset_url, https://abs.twimg.com/hashflags/Raybo_TUSD_July_2021/Raybo_TUSD_July_2021.png)","(start_time, 1626231600000)","(end_time, 1634007600000)","(animations, None)"
"(UID, 7b1a9b6e560140c)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 197)","(_id, 197)","(hashtag, BeTheAlpha)","(asset_url, https://abs.twimg.com/hashflags/AnimalKingdom_S5_Wolf/AnimalKingdom_S5_Wolf.png)","(start_time, 1625295600000)","(end_time, 1633849140000)","(animations, None)"
"(UID, 62448bc3b85c04f)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 198)","(_id, 198)","(hashtag, BeTheBoss)","(asset_url, https://abs.twimg.com/hashflags/Ladbrokes5ASide_May_2021/Ladbrokes5ASide_May_2021.png)","(start_time, 1622246400000)","(end_time, 1630022400000)","(animations, None)"
"(UID, 38e60801f9cb558)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 199)","(_id, 199)","(hashtag, BeTheFight)","(asset_url, https://abs.twimg.com/hashflags/NBA_2021_Teams_BeTheFight/NBA_2021_Teams_BeTheFight.png)","(start_time, 1609286400000)","(end_time, 1633010340000)","(animations, None)"
"(UID, b780ee2106eeb14)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 200)","(_id, 200)","(hashtag, BettyHBO)","(asset_url, https://abs.twimg.com/hashflags/BettyHBO_S2_2021/BettyHBO_S2_2021.png)","(start_time, 1623384000000)","(end_time, 1631160000000)","(animations, None)"
"(UID, ab2ca16870b3c95)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 201)","(_id, 201)","(hashtag, BettyS2)","(asset_url, https://abs.twimg.com/hashflags/BettyHBO_S2_2021/BettyHBO_S2_2021.png)","(start_time, 1623384000000)","(end_time, 1631160000000)","(animations, None)"
"(UID, c94582b5a85b9c2)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 202)","(_id, 202)","(hashtag, BettyS2Premiere)","(asset_url, https://abs.twimg.com/hashflags/BettyHBO_S2_2021/BettyHBO_S2_2021.png)","(start_time, 1623384000000)","(end_time, 1631160000000)","(animations, None)"
"(UID, 3133ee2dac109f2)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 203)","(_id, 203)","(hashtag, bhm)","(asset_url, https://abs.twimg.com/hashflags/BlackHistoryMonth/BlackHistoryMonth.png)","(start_time, 1467997200000)","(end_time, 32521798800000)","(animations, None)"
"(UID, d91887114474b6c)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 204)","(_id, 204)","(hashtag, BigBigSound)","(asset_url, https://abs.twimg.com/hashflags/AFL_2021_BigBigSound/AFL_2021_BigBigSound.png)","(start_time, 1617440460000)","(end_time, 1637539140000)","(animations, None)"
"(UID, 8875c1c7dcd096a)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 205)","(_id, 205)","(hashtag, BigDealTinyTacos)","(asset_url, https://abs.twimg.com/hashflags/JackintheBoxTinyTacos_2021/JackintheBoxTinyTacos_2021.png)","(start_time, 1620223200000)","(end_time, 1627826340000)","(animations, None)"
"(UID, 65d595c60eae3b1)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 206)","(_id, 206)","(hashtag, BigTimeInBigSky)","(asset_url, https://abs.twimg.com/hashflags/TurnerTheMatchQ22021/TurnerTheMatchQ22021.png)","(start_time, 1625036400000)","(end_time, 1632849180000)","(animations, None)"
"(UID, 9857744ca553156)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 207)","(_id, 207)","(hashtag, BigTour)","(asset_url, https://abs.twimg.com/hashflags/BPIBigTour_2021/BPIBigTour_2021.png)","(start_time, 1621272540000)","(end_time, 1629307740000)","(animations, None)"
"(UID, 2c1ffac656f6fba)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 208)","(_id, 208)","(hashtag, BigTour2021)","(asset_url, https://abs.twimg.com/hashflags/BPIBigTour_2021/BPIBigTour_2021.png)","(start_time, 1621272540000)","(end_time, 1629307740000)","(animations, None)"
"(UID, 45fb477fd913a3b)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 209)","(_id, 209)","(hashtag, BigTrickEnergy)","(asset_url, https://abs.twimg.com/hashflags/BigTricktruTV_2021/BigTricktruTV_2021.png)","(start_time, 1620705600000)","(end_time, 1628481600000)","(animations, None)"
"(UID, 4ffb9e6ce914515)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 210)","(_id, 210)","(hashtag, BigTricktruTV)","(asset_url, https://abs.twimg.com/hashflags/BigTricktruTV_2021/BigTricktruTV_2021.png)","(start_time, 1620705600000)","(end_time, 1628481600000)","(animations, None)"
"(UID, 168248d79a1e1dd)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 211)","(_id, 211)","(hashtag, BijakBerplastik)","(asset_url, https://abs.twimg.com/hashflags/KebaikanAqua_April_2021/KebaikanAqua_April_2021.png)","(start_time, 1618800420000)","(end_time, 1626662820000)","(animations, None)"
"(UID, 90f23861782fe71)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 212)","(_id, 212)","(hashtag, Billions)","(asset_url, https://abs.twimg.com/hashflags/Showtime_Q2_21_v2/Showtime_Q2_21_v2.png)","(start_time, 1623124800000)","(end_time, 1631159940000)","(animations, None)"
"(UID, c879a4455f7db15)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 213)","(_id, 213)","(hashtag, Binance)","(asset_url, https://abs.twimg.com/hashflags/BinanceTurns4_2021/BinanceTurns4_2021.png)","(start_time, 1625410860000)","(end_time, 1633359660000)","(animations, None)"
"(UID, c76c6bcef261bdb)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 214)","(_id, 214)","(hashtag, BinanceSmartChain)","(asset_url, https://abs.twimg.com/hashflags/BinanceTurns4_2021/BinanceTurns4_2021.png)","(start_time, 1625410860000)","(end_time, 1633359660000)","(animations, None)"
"(UID, e13b48d62550ec0)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 215)","(_id, 215)","(hashtag, BinanceTurns4)","(asset_url, https://abs.twimg.com/hashflags/BinanceTurns4_2021/BinanceTurns4_2021.png)","(start_time, 1625410860000)","(end_time, 1633359660000)","(animations, None)"
"(UID, 7e34d1cfa376776)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 216)","(_id, 216)","(hashtag, Birdland)","(asset_url, https://abs.twimg.com/hashflags/MLB_Teams_2021_BAL/MLB_Teams_2021_BAL.png)","(start_time, 1617192000000)","(end_time, 1635749940000)","(animations, None)"
"(UID, 1865ddb199f5dab)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 217)","(_id, 217)","(hashtag, Bitcoin)","(asset_url, https://abs.twimg.com/hashflags/Bitcoin_evergreen/Bitcoin_evergreen.png)","(start_time, 1609459200000)","(end_time, 32503680000000)","(animations, None)"
"(UID, 10fd0e2995be1ca)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 218)","(_id, 218)","(hashtag, bitcoinledegistir)","(asset_url, https://abs.twimg.com/hashflags/btcturk_May_2021/btcturk_May_2021.png)","(start_time, 1622075460000)","(end_time, 1630110720000)","(animations, None)"
"(UID, b94edc419543c36)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 219)","(_id, 219)","(hashtag, bitcointurkiye)","(asset_url, https://abs.twimg.com/hashflags/btcturk_May_2021/btcturk_May_2021.png)","(start_time, 1622075460000)","(end_time, 1630110720000)","(animations, None)"
"(UID, e54545cd1b36915)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 220)","(_id, 220)","(hashtag, BitTorrent)","(asset_url, https://abs.twimg.com/hashflags/JustinSuntron_2021_ext/JustinSuntron_2021_ext.png)","(start_time, 1623283200000)","(end_time, 1631232000000)","(animations, None)"
"(UID, 9e15689f2554bc0)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 221)","(_id, 221)","(hashtag, blackdesert)","(asset_url, https://abs.twimg.com/hashflags/BlackDesert2021Summer/BlackDesert2021Summer.png)","(start_time, 1623222000000)","(end_time, 1630997940000)","(animations, None)"
"(UID, ecf27687dc7b7ec)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 222)","(_id, 222)","(hashtag, blackdesertonline)","(asset_url, https://abs.twimg.com/hashflags/BlackDesert2021Summer/BlackDesert2021Summer.png)","(start_time, 1623222000000)","(end_time, 1630997940000)","(animations, None)"
"(UID, 29a3bf77c2ae79d)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 223)","(_id, 223)","(hashtag, blackdesertsummer)","(asset_url, https://abs.twimg.com/hashflags/BlackDesert2021Summer/BlackDesert2021Summer.png)","(start_time, 1623222000000)","(end_time, 1630997940000)","(animations, None)"
"(UID, 34c90ddd39e61a6)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 224)","(_id, 224)","(hashtag, Blackhawks)","(asset_url, https://abs.twimg.com/hashflags/NHL_2021_Teams_Blackhawks/NHL_2021_Teams_Blackhawks.png)","(start_time, 1610377200000)","(end_time, 1627797600000)","(animations, None)"
"(UID, 39ddf248efa3704)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 225)","(_id, 225)","(hashtag, blackhistorymonth)","(asset_url, https://abs.twimg.com/hashflags/BlackHistoryMonth/BlackHistoryMonth.png)","(start_time, 1467997200000)","(end_time, 32521798800000)","(animations, None)"
"(UID, b79de622c8f386c)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 226)","(_id, 226)","(hashtag, BlackLadySketch)","(asset_url, https://abs.twimg.com/hashflags/HBO_ABLSS_May_2021/HBO_ABLSS_May_2021.png)","(start_time, 1620878400000)","(end_time, 1628568000000)","(animations, None)"
"(UID, 648318f0c7eb399)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 227)","(_id, 227)","(hashtag, BlackLadySketchShow)","(asset_url, https://abs.twimg.com/hashflags/HBO_ABLSS_May_2021/HBO_ABLSS_May_2021.png)","(start_time, 1620878400000)","(end_time, 1628568000000)","(animations, None)"
"(UID, bd08475ea9351f7)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 228)","(_id, 228)","(hashtag, blacklivesmatter)","(asset_url, https://abs.twimg.com/hashflags/BlackHistoryMonth/BlackHistoryMonth.png)","(start_time, 1467997200000)","(end_time, 32521798800000)","(animations, None)"
"(UID, 3cbadc626b2bbc4)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 229)","(_id, 229)","(hashtag, BlackMonday)","(asset_url, https://abs.twimg.com/hashflags/Showtime_Q2_21_v2/Showtime_Q2_21_v2.png)","(start_time, 1623124800000)","(end_time, 1631159940000)","(animations, None)"
"(UID, 1cf36aae3fd49c8)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 230)","(_id, 230)","(hashtag, BlackMusicMonth)","(asset_url, https://abs.twimg.com/hashflags/BlackMusicMonth_2021/BlackMusicMonth_2021.png)","(start_time, 1624492800000)","(end_time, 1627801140000)","(animations, None)"
"(UID, ab75e54d4274203)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 231)","(_id, 231)","(hashtag, BlackTransLivesMatter)","(asset_url, https://abs.twimg.com/hashflags/BlackTransLivesMatter_2020/BlackTransLivesMatter_2020.png)","(start_time, 1592956800000)","(end_time, 32503680000000)","(animations, None)"
"(UID, 3aa728eddecd016)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 232)","(_id, 232)","(hashtag, BlackTransWomenMatter)","(asset_url, https://abs.twimg.com/hashflags/BlackTransLivesMatter_2020/BlackTransLivesMatter_2020.png)","(start_time, 1592956800000)","(end_time, 32503680000000)","(animations, None)"
"(UID, 5b2df2973be42b6)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 233)","(_id, 233)","(hashtag, BlackWidow)","(asset_url, https://abs.twimg.com/hashflags/Disney_BlackWidow_Symbol_2021_V2/Disney_BlackWidow_Symbol_2021_V2.png)","(start_time, 1623415500000)","(end_time, 1631429940000)","(animations, None)"
"(UID, 0e4c975cddd1872)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 234)","(_id, 234)","(hashtag, BlackWidowWatchParty)","(asset_url, https://abs.twimg.com/hashflags/BlackWidowWatchParty_2021/BlackWidowWatchParty_2021.png)","(start_time, 1626451200000)","(end_time, 1626757200000)","(animations, None)"
"(UID, 751099d67676334)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 235)","(_id, 235)","(hashtag, Blackwood)","(asset_url, https://abs.twimg.com/hashflags/BethesdaElderScrollsBlackwood_2021/BethesdaElderScrollsBlackwood_2021.png)","(start_time, 1621245600000)","(end_time, 1629194340000)","(animations, None)"
"(UID, 0b425a67c138ba9)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 236)","(_id, 236)","(hashtag, BLASTPremier)","(asset_url, https://abs.twimg.com/hashflags/BLASTPremier_Jan_2021/BLASTPremier_Jan_2021.png)","(start_time, 1609930800000)","(end_time, 1641020400000)","(animations, None)"
"(UID, 0c1e550757c969f)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 237)","(_id, 237)","(hashtag, BleedGreen)","(asset_url, https://abs.twimg.com/hashflags/NBA_2021_Teams_BleedGreen/NBA_2021_Teams_BleedGreen.png)","(start_time, 1609286400000)","(end_time, 1633010340000)","(animations, None)"
"(UID, e98e5f29c46fc17)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 238)","(_id, 238)","(hashtag, BLGWIN)","(asset_url, https://abs.twimg.com/hashflags/LPL_2021_BLGWIN/LPL_2021_BLGWIN.png)","(start_time, 1625126400000)","(end_time, 1641020400000)","(animations, None)"
"(UID, 478d87d9f076e11)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 239)","(_id, 239)","(hashtag, blijfbinnen)","(asset_url, https://abs.twimg.com/hashflags/StayHome_2020_2021_ext3/StayHome_2020_2021_ext3.png)","(start_time, 1624233600000)","(end_time, 1633071600000)","(animations, None)"
"(UID, cd408cd76360443)","(AN, Twitter)","(PID, com.twitter.android)","(DN, global.db)","(DP, /home/kali/Desktop/RA/Heisenberg Android/Dump/data/user/0/com.twitter.android/databases/global.db)","(TN, hashflags)","(RL, 240)","(_id, 240)","(hashtag, blijfgezond)","(asset_url, https://abs.twimg.com/hashflags/StayHome_2020_2021_ext3/StayHome_2020_2021_ext3.png)","(start_time, 1624233600000)","(end_time, 1633071600000)","(animations, None)"
